Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,true_label,anomaly_score,predicted_anomaly,original_label
80,115793396,8,6,704,11595,352,0,88.0,162.9443376,4344,0,1932.5,1977.812908,106.2150384,0.120904995,8907184.308,27600000.0,99500000,1,116000000,16500000.0,37100000.0,99500000,1,299492,59898.4,94360.85559,216006,55,0,0,0,0,272,200,0.069088569,0.051816427,0,4344,819.9333333,1514.91407,2294964.638,0,0,0,0,1,0,0,0,0,878.5,88.0,1932.5,272,0,0,0,0,0,0,8,704,6,11595,251,235,2,32,4.0,0.0,4,4,57700000.0,59000000.0,99500000,16000000,1,1.6426053,1,DoS Hulk
80,98327278,5,7,383,11595,371,0,76.6,164.6019441,4344,0,1656.428571,1947.638216,121.817671,0.122041414,8938843.455,29600000.0,98300000,35,98300000,24600000.0,49100000.0,98300000,1010,98300000,16400000.0,40100000.0,98300000,55,0,0,0,0,144,232,0.050850589,0.071190825,0,4344,921.8461538,1608.736608,2588033.474,1,0,0,0,0,0,0,0,1,998.6666667,76.6,1656.428571,144,0,0,0,0,0,0,5,383,7,11595,0,235,2,20,18002.0,0.0,18002,18002,98300000.0,0.0,98300000,98300000,1,6.7898264,1,DoS Hulk
80,98177802,6,6,351,11595,351,0,58.5,143.29515,8688,0,1932.5,3384.303045,121.6771995,0.122227222,8925254.727,29600000.0,98000000,48,98000000,19600000.0,43800000.0,98000000,202,144610,28922.0,57950.47113,132180,48,0,0,0,0,200,200,0.061113611,0.061113611,0,8688,918.9230769,2394.796772,5735051.577,0,0,0,0,1,0,0,0,1,995.5,58.5,1932.5,200,0,0,0,0,0,0,6,351,6,11595,251,235,1,32,469.0,0.0,469,469,98000000.0,0.0,98000000,98000000,1,2.6907763,1,DoS Hulk
80,188196,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,61781.33435,47.82248294,23524.5,64628.75537,183437,47,4265,2132.5,2871.560638,4163,102,188046,37609.2,81539.0043,183437,47,0,0,0,0,72,132,15.94082765,31.8816553,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.13049674,1,DDoS
80,84089189,8,6,376,11595,376,0,47.0,132.9360749,4344,0,1932.5,1754.831473,142.3607498,0.166489892,6468399.154,23300000.0,83900000,1,84000000,12000000.0,31700000.0,83900000,1,140464,28092.8,55168.27878,126193,49,0,0,0,0,264,200,0.095137081,0.071352811,0,4344,798.0666667,1424.084291,2028016.067,0,0,0,0,1,0,0,0,0,855.0714286,47.0,1932.5,264,0,0,0,0,0,0,8,376,6,11595,274,235,1,32,985.0,0.0,985,985,83900000.0,0.0,83900000,83900000,1,1.0399482,1,DoS Hulk
80,80709929,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,144.5051451,0.161070641,6725827.417,20800000.0,72500000,49,80500000,11500000.0,27000000.0,72500000,99,174859,43714.75,86381.55484,173285,163,0,0,0,0,172,112,0.099120394,0.061950247,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,887.0,0.0,887,887,40300000.0,45500000.0,72500000,8083079,1,3.400794,1,DDoS
80,83605147,5,7,354,11595,342,0,70.8,151.6350883,4344,0,1656.428571,1760.597234,142.9218227,0.143531833,7600467.909,25200000.0,83400000,4,83500000,20900000.0,41700000.0,83400000,4,83600000,13900000.0,34100000.0,83500000,15,0,0,0,0,144,232,0.05980493,0.083726903,0,4344,919.6153846,1497.986846,2243964.59,1,0,0,0,0,0,0,0,1,996.25,70.8,1656.428571,144,0,0,0,0,0,0,5,354,7,11595,0,235,2,20,10995.0,0.0,10995,10995,83400000.0,0.0,83400000,83400000,1,6.491627,1,DoS Hulk
10003,18,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,444444.4444,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,55555.55556,55555.55556,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.026975097,1,PortScan
80,5831959,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.115255268,0.685875878,1943986.333,3366508.924,5831296,317,5831959,1943986.333,3366508.924,5831296,317,0,0.0,0.0,0,0,0,0,0,0,80,0,0.685875878,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,663.0,0.0,663,663,5831296.0,0.0,5831296,5831296,1,0.03537418,1,DDoS
80,405144,2,6,20,11607,20,0,10.0,14.14213562,5755,0,1934.5,2529.124572,28698.43809,19.7460656,57877.71429,152609.885,403964,46,814,814.0,0.0,814,814,405036,81007.2,180538.5987,403964,46,0,0,0,0,52,132,4.936516399,14.8095492,0,5755,1291.888889,2219.676353,4926963.111,0,0,0,1,0,0,0,0,3,1453.375,10.0,1934.5,52,0,0,0,0,0,0,2,20,6,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.6521099,1,DDoS
80,85235353,10,7,618,11595,309,0,61.8,130.2858396,5792,0,1656.428571,2118.227235,143.2856153,0.199447757,5327209.563,21200000.0,84900000,0,85200000,9464733.333,28300000.0,84900000,0,280587,46764.5,91138.57742,227868,46,0,0,0,0,328,232,0.11732221,0.082125547,0,5792,678.5,1495.720375,2237179.441,0,0,0,0,1,0,0,0,0,718.4117647,61.8,1656.428571,328,0,0,0,0,0,0,10,618,7,11595,251,235,2,32,8985.0,0.0,8985,8985,84900000.0,0.0,84900000,84900000,1,1.1370424,1,DoS Hulk
80,100506651,6,7,360,11595,348,0,60.0,141.1212245,5792,0,1656.428571,2120.732252,118.9473521,0.129344674,8375554.25,28700000.0,99400000,4,100000000,20100000.0,44300000.0,99400000,4,101000000,16800000.0,41000000.0,100000000,45,0,0,0,0,184,232,0.059697542,0.069647132,0,5792,854.3571429,1666.261758,2776428.247,1,0,0,0,0,0,0,0,1,920.0769231,60.0,1656.428571,184,0,0,0,0,0,0,6,360,7,11595,0,235,2,20,12992.0,0.0,12992,12992,99400000.0,0.0,99400000,99400000,1,6.693721,1,DoS Hulk
80,80843360,7,6,379,11595,373,0,54.14285714,140.6205634,4344,0,1932.5,1754.831473,148.1135866,0.160804796,6736946.667,23300000.0,80700000,3,80700000,13500000.0,32900000.0,80700000,3,152536,30507.2,61586.57537,140292,38,0,0,0,0,220,200,0.086587198,0.074217598,0,4344,855.2857143,1459.780775,2130959.912,0,0,0,0,1,0,0,0,0,921.0769231,54.14285714,1932.5,220,0,0,0,0,0,0,7,379,6,11595,251,235,2,20,297.0,0.0,297,297,80700000.0,0.0,80700000,80700000,1,1.0215231,1,DoS Hulk
3333,90,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,66666.66667,22222.22222,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,11111.11111,11111.11111,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1,0.02770576,1,PortScan
80,1000597,4,6,359,11595,359,0,89.75,179.5,5792,0,1932.5,2537.820147,11946.86772,9.994033562,111177.4444,333016.7839,999222,48,1000076,333358.6667,576654.6834,999222,53,1321,264.2,336.4226508,854,48,0,0,0,0,144,200,3.997613425,5.996420137,0,5792,1086.727273,2043.236065,4174813.618,0,0,0,1,0,0,0,0,1,1195.4,89.75,1932.5,144,0,0,0,0,0,0,4,359,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1,0.41193497,1,DoS Hulk
80,1424665,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,8161.216847,6.317274587,178083.125,500621.1036,1417047,31,6999,3499.5,3578.66742,6030,969,1424632,284926.4,632881.5068,1417047,191,0,0,0,0,72,132,2.105758196,4.211516392,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.7494524,1,DDoS
903,70,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,85714.28571,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14285.71429,14285.71429,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1,0.02853109,1,PortScan
80,68641541,5,7,374,11595,362,0,74.8,160.577707,4344,0,1656.428571,1760.597234,174.3696284,0.17482125,6240140.091,20600000.0,68500000,16,68500000,17100000.0,34200000.0,68500000,1009,68600000,11400000.0,28000000.0,68500000,16,0,0,0,0,144,232,0.072842188,0.101979063,0,4344,921.1538462,1497.354325,2242069.974,1,0,0,0,0,0,0,0,1,997.9166667,74.8,1656.428571,144,0,0,0,0,0,0,5,374,7,11595,0,235,2,20,7440.0,0.0,7440,7440,68500000.0,0.0,68500000,68500000,1,6.3044786,1,DoS Hulk
80,643124,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,18078.93968,10.88437067,107187.3333,247794.1123,612417,52,30275,15137.5,20853.28608,29883,392,643065,214355.0,345055.5608,612417,380,0,0,0,0,72,92,4.664730285,6.21964038,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,2.4429765,1,DDoS
80,101834389,8,7,374,11595,356,0,46.75,124.9911425,5792,0,1656.428571,2425.837852,117.5339698,0.147297982,7273884.929,26400000.0,98800000,28,102000000,14500000.0,37200000.0,98800000,818,102000000,17000000.0,41600000.0,102000000,47,0,0,0,0,244,232,0.078558924,0.068739058,0,5792,748.4375,1745.064773,3045251.063,1,0,0,0,0,0,0,0,0,798.3333333,46.75,1656.428571,244,0,0,0,0,0,0,8,374,7,11595,0,235,3,20,14983.0,0.0,14983,14983,98800000.0,0.0,98800000,98800000,1,6.9547963,1,DoS Hulk
80,97097,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,119808.027,92.69081434,12137.125,33988.23697,96252,2,700,350.0,489.3178926,696,4,97052,19410.4,42956.73077,96252,2,0,0,0,0,72,132,30.89693811,61.79387623,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.5408515,1,DDoS
80,81232492,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,143.5755535,0.14772414,7384772.0,23100000.0,77000000,1,80200000,11500000.0,28900000.0,77000000,1,1020891,340297.0,588610.7374,1019966,91,0,0,0,0,172,92,0.09848276,0.04924138,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3174294.0,0.0,3174294,3174294,77000000.0,0.0,77000000,77000000,1,5.7837253,1,DDoS
683,46,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,130434.7826,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,21739.13043,21739.13043,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1,0.034951612,1,PortScan
80,99857714,5,7,348,11595,336,0,69.6,148.9523414,4344,0,1656.428571,1760.597234,119.6001743,0.120170986,9077974.0,30100000.0,99800000,47,99900000,25000000.0,49900000.0,99800000,804,99900000,16600000.0,40800000.0,99800000,47,0,0,0,0,144,232,0.050071244,0.070099742,0,4344,919.1538462,1498.180555,2244544.974,1,0,0,0,0,0,0,0,1,995.75,69.6,1656.428571,144,0,0,0,0,0,0,5,348,7,11595,0,235,2,20,17000.0,0.0,17000,17000,99800000.0,0.0,99800000,99800000,1,6.7242465,1,DoS Hulk
548,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1,0.033061672,1,PortScan
80,99144852,5,8,382,11595,370,0,76.4,164.154805,4344,0,1449.375,1547.981999,120.8030448,0.131121281,8262071.0,28600000.0,99000000,16,99000000,24800000.0,49500000.0,99000000,998,99100000,14200000.0,37400000.0,99000000,16,0,0,0,0,144,264,0.050431262,0.080690019,0,4344,855.9285714,1343.349915,1804588.995,1,0,0,0,0,0,0,0,1,921.7692308,76.4,1449.375,144,0,0,0,0,0,0,5,382,8,11595,0,235,2,20,14051.0,0.0,14051,14051,99000000.0,0.0,99000000,99000000,1,6.729984,1,DoS Hulk
80,513547,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,22640.57623,15.57793152,73363.85714,188223.3727,500084,31,13014,6507.0,8720.040826,12673,341,513516,128379.0,247877.88,500084,171,0,0,0,0,72,112,5.841724321,9.736207202,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.3057752,1,DDoS
80,85152249,7,7,688,11595,335,0,98.28571429,161.7289031,4344,0,1656.428571,1947.638216,144.2475113,0.164411394,6550173.0,23500000.0,84800000,1,85100000,14200000.0,34600000.0,84800000,1,85200000,14200000.0,34600000.0,84800000,93,0,0,0,0,196,232,0.082205697,0.082205697,0,4344,819.2666667,1514.753232,2294477.352,1,0,0,0,0,0,0,0,1,877.7857143,98.28571429,1656.428571,196,0,0,0,0,0,0,7,688,7,11595,0,235,4,20,10013.0,0.0,10013,10013,84800000.0,0.0,84800000,84800000,1,6.2900696,1,DoS Hulk
80,9990602,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.002822052,0.500470342,2497650.5,4994624.333,9989587,320,9990602,2497650.5,4994624.333,9989587,320,0,0.0,0.0,0,0,0,0,0,0,100,0,0.500470342,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1015.0,0.0,1015,1015,9989587.0,0.0,9989587,9989587,1,0.09008093,1,DDoS
80,80999,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,143619.057,98.76665144,11571.28571,30202.37139,80062,3,733,366.5,449.0128061,684,49,80952,20238.0,39883.86953,80062,3,0,0,0,0,72,112,37.03749429,61.72915715,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,1.2914236,1,DDoS
80,85630088,7,5,345,11595,339,0,49.28571429,127.7715595,7240,0,2319.0,3003.171157,139.4369699,0.140137658,7784553.455,25800000.0,85500000,0,85500000,14200000.0,34900000.0,85500000,0,144451,36112.75,63579.13368,131041,71,0,0,0,0,220,168,0.081746967,0.058390691,0,7240,918.4615385,2083.936164,4342789.936,0,0,0,0,1,0,0,0,0,995.0,49.28571429,2319.0,220,0,0,0,0,0,0,7,345,5,11595,251,235,2,20,1997.0,0.0,1997,1997,85500000.0,0.0,85500000,85500000,1,1.6796343,1,DoS Hulk
80,273312,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,42563.07809,29.27057722,39044.57143,102806.9623,272188,5,976,488.0,569.9280656,891,85,273225,68306.25,135921.8812,272188,5,0,0,0,0,72,112,10.97646646,18.29411076,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,1.2912322,1,DDoS
80,15426564,11,6,411,11632,411,0,37.36363636,123.9211626,4392,0,1938.666667,2190.718847,780.6663882,1.101995234,964160.25,1690455.096,5002956,15,10400000,1042360.8,1558153.506,4007953,214,8416790,1683358.0,2372513.076,5005010,15,0,0,0,0,384,200,0.713055739,0.388939494,0,4392,669.0555556,1507.984649,2274017.703,0,0,0,1,0,0,0,0,0,708.4117647,37.36363636,1938.666667,384,0,0,0,0,0,0,11,411,6,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1,0.23005474,1,DoS GoldenEye
80,99035005,8,6,316,11595,310,0,39.5,109.3186692,4344,0,1932.5,1977.812908,120.2706053,0.141364157,7618077.308,27500000.0,99000000,1,99000000,14100000.0,37400000.0,99000000,1,41793,8358.6,13590.50364,31417,34,0,0,0,0,252,200,0.080779518,0.060584639,0,4344,794.0666667,1526.060871,2328861.781,0,0,0,0,1,0,0,0,0,850.7857143,39.5,1932.5,252,0,0,0,0,0,0,8,316,6,11595,274,235,2,20,2976.0,0.0,2976,2976,99000000.0,0.0,99000000,99000000,1,1.4164448,1,DoS Hulk
80,86349186,7,7,434,11595,416,0,62.0,156.1281525,5792,0,1656.428571,2425.837852,139.3064667,0.162132391,6642245.077,23600000.0,85300000,1,86300000,14400000.0,34800000.0,85300000,1,86300000,14400000.0,35200000.0,86300000,42,0,0,0,0,204,232,0.081066196,0.081066196,0,5792,802.3333333,1793.471162,3216538.81,1,0,0,0,0,0,0,0,1,859.6428571,62.0,1656.428571,204,0,0,0,0,0,0,7,434,7,11595,0,235,3,20,8993.0,0.0,8993,8993,85300000.0,0.0,85300000,85300000,1,6.6959424,1,DoS Hulk
80,81065210,8,6,347,11595,347,0,43.375,122.6830265,4344,0,1932.5,1754.831473,147.3135023,0.172700472,6235785.385,22400000.0,80900000,16,80900000,11600000.0,30600000.0,80900000,180,148513,29702.6,58701.66911,134152,48,0,0,0,0,264,200,0.098685984,0.074014488,0,4344,796.1333333,1424.71776,2029820.695,0,0,0,0,1,0,0,0,0,853.0,43.375,1932.5,264,0,0,0,0,0,0,8,347,6,11595,274,235,1,32,9414.0,0.0,9414,9414,80900000.0,0.0,80900000,80900000,1,0.98244107,1,DoS Hulk
